# BUSCO version is: 6.0.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
384865at2	Complete	NODE_5_length_256676_cov_32.527157	83701	84876	+	183.3	210	https://v10-1.orthodb.org/?query=384865at2	Transcription termination/antitermination protein NusA
402899at2	Complete	NODE_10_length_87502_cov_34.306777	38527	37265	-	329.4	284	https://v10-1.orthodb.org/?query=402899at2	Tyrosine--tRNA ligase
430176at2	Complete	NODE_8_length_107841_cov_37.582922	41240	39828	-	568.2	369	https://v10-1.orthodb.org/?query=430176at2	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
462069at2	Complete	NODE_3_length_300823_cov_37.209812	21645	20455	-	171.0	222	https://v10-1.orthodb.org/?query=462069at2	Phosphoglycerate kinase
469058at2	Complete	NODE_4_length_276630_cov_35.000752	22401	21343	-	422.6	294	https://v10-1.orthodb.org/?query=469058at2	Phenylalanine--tRNA ligase alpha subunit
504464at2	Complete	NODE_2_length_414913_cov_41.567711	342797	344338	+	309.5	233	https://v10-1.orthodb.org/?query=504464at2	GMP synthase
505485at2	Complete	NODE_3_length_300823_cov_37.209812	290891	289527	-	221.6	233	https://v10-1.orthodb.org/?query=505485at2	Ribosomal protein S5 domain 2-type fold
533698at2	Complete	NODE_3_length_300823_cov_37.209812	17922	16618	-	382.6	285	https://v10-1.orthodb.org/?query=533698at2	Enolase
662686at2	Complete	NODE_7_length_131167_cov_38.591845	73036	73980	+	253.2	223	https://v10-1.orthodb.org/?query=662686at2	DNA-directed RNA polymerase subunit alpha
665824at2	Complete	NODE_5_length_256676_cov_32.527157	76646	78349	+	761.7	540	https://v10-1.orthodb.org/?query=665824at2	Proline--tRNA ligase
761140at2	Complete	NODE_14_length_38030_cov_39.319211	7507	9480	+	194.4	277	https://v10-1.orthodb.org/?query=761140at2	Methionine--tRNA ligase
776861at2	Complete	NODE_6_length_236478_cov_33.405658	27249	26590	-	239.1	204	https://v10-1.orthodb.org/?query=776861at2	Cytidylate kinase
837522at2	Complete	NODE_8_length_107841_cov_37.582922	43667	42159	-	670.5	412	https://v10-1.orthodb.org/?query=837522at2	ATP synthase subunit alpha
841869at2	Complete	NODE_3_length_300823_cov_37.209812	62892	63815	+	158.4	206	https://v10-1.orthodb.org/?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Complete	NODE_6_length_236478_cov_33.405658	186298	185294	-	403.4	272	https://v10-1.orthodb.org/?query=874197at2	Holliday junction ATP-dependent DNA helicase RuvB
923547at2	Complete	NODE_4_length_276630_cov_35.000752	88059	87031	-	431.8	311	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	NODE_4_length_276630_cov_35.000752	84947	83700	-	563.0	416	https://v10-1.orthodb.org/?query=932854at2	Phosphoribosylamine--glycine ligase
932993at2	Complete	NODE_6_length_236478_cov_33.405658	211335	210034	-	84.9	234	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Complete	NODE_7_length_131167_cov_38.591845	62406	63239	+	237.3	192	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Complete	NODE_6_length_236478_cov_33.405658	17685	16519	-	248.6	259	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Complete	NODE_6_length_236478_cov_33.405658	114534	113635	-	227.0	220	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	NODE_15_length_23674_cov_33.971734	14110	15282	+	251.6	220	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Complete	NODE_13_length_47870_cov_34.307032	44481	45674	+	442.2	308	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	NODE_4_length_276630_cov_35.000752	11588	9807	-	274.1	334	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	NODE_5_length_256676_cov_32.527157	71901	72623	+	157.6	156	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	NODE_4_length_276630_cov_35.000752	86447	84969	-	578.3	438	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Complete	NODE_6_length_236478_cov_33.405658	163444	162326	-	458.0	329	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Complete	NODE_5_length_256676_cov_32.527157	126784	127719	+	163.7	185	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	NODE_6_length_236478_cov_33.405658	72993	71314	-	276.8	378	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Complete	NODE_5_length_256676_cov_32.527157	105307	106350	+	388.4	264	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1093223at2	Complete	NODE_15_length_23674_cov_33.971734	9875	11224	+	301.9	356	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Complete	NODE_7_length_131167_cov_38.591845	63990	64643	+	198.4	161	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1151822at2	Complete	NODE_15_length_23674_cov_33.971734	8908	9873	+	266.3	249	https://v10-1.orthodb.org/?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	NODE_5_length_256676_cov_32.527157	88522	89439	+	115.9	118	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Complete	NODE_10_length_87502_cov_34.306777	27176	27778	+	191.3	164	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1257362at2	Complete	NODE_9_length_101871_cov_38.044806	13574	14599	+	243.0	234	https://v10-1.orthodb.org/?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	NODE_3_length_300823_cov_37.209812	20333	19572	-	325.0	248	https://v10-1.orthodb.org/?query=1266295at2	Triosephosphate isomerase
1270636at2	Complete	NODE_7_length_131167_cov_38.591845	60786	61448	+	175.3	156	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1272633at2	Complete	NODE_15_length_23674_cov_33.971734	5051	5986	+	128.4	150	https://v10-1.orthodb.org/?query=1272633at2	S-adenosyl-L-methionine-dependent methyltransferase
1346419at2	Complete	NODE_5_length_256676_cov_32.527157	16556	17755	+	323.5	290	https://v10-1.orthodb.org/?query=1346419at2	Flavoprotein
1395197at2	Complete	NODE_5_length_256676_cov_32.527157	75340	76626	+	120.7	157	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1398618at2	Complete	NODE_7_length_131167_cov_38.591845	67548	68084	+	145.9	130	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1419877at2	Complete	NODE_6_length_236478_cov_33.405658	23154	22156	-	266.0	259	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Complete	NODE_7_length_131167_cov_38.591845	66346	66885	+	233.8	142	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1470978at2	Complete	NODE_3_length_300823_cov_37.209812	278807	278307	-	98.6	109	https://v10-1.orthodb.org/?query=1470978at2	Ribosomal protein L10
1490892at2	Complete	NODE_6_length_236478_cov_33.405658	122238	121486	-	58.3	88	https://v10-1.orthodb.org/?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Complete	NODE_7_length_131167_cov_38.591845	70957	71604	+	137.8	130	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	NODE_5_length_256676_cov_32.527157	48971	49474	+	48.6	67	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	NODE_5_length_256676_cov_32.527157	15499	16122	+	253.1	188	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	NODE_5_length_256676_cov_32.527157	89454	90425	+	175.7	222	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Complete	NODE_7_length_131167_cov_38.591845	68495	68995	+	223.9	149	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	NODE_3_length_300823_cov_37.209812	268619	268149	-	204.9	134	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Complete	NODE_7_length_131167_cov_38.591845	69648	70940	+	314.4	299	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Complete	NODE_7_length_131167_cov_38.591845	61475	62098	+	133.9	105	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NODE_6_length_236478_cov_33.405658	76718	76329	-	128.6	136	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	NODE_1_length_477897_cov_41.704631	433308	432589	-	74.2	103	https://v10-1.orthodb.org/?query=1590629at2	rRNA small subunit methyltransferase G
1592033at2	Complete	NODE_5_length_256676_cov_32.527157	128777	130015	+	461.2	374	https://v10-1.orthodb.org/?query=1592033at2	GTPase HflX
1595498at2	Complete	NODE_5_length_256676_cov_32.527157	83213	83680	+	33.9	56	https://v10-1.orthodb.org/?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Complete	NODE_5_length_256676_cov_32.527157	69934	70701	+	269.7	188	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1661836at2	Complete	NODE_2_length_414913_cov_41.567711	413430	414026	+	164.0	151	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Complete	NODE_7_length_131167_cov_38.591845	63613	63966	+	113.3	86	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Complete	NODE_3_length_300823_cov_37.209812	279771	279079	-	218.8	163	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Complete	NODE_5_length_256676_cov_32.527157	72642	73196	+	156.0	136	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Complete	NODE_14_length_38030_cov_39.319211	18943	19515	+	127.0	120	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	NODE_7_length_131167_cov_38.591845	67125	67523	+	194.7	131	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Complete	NODE_5_length_256676_cov_32.527157	50314	50664	+	133.1	89	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	NODE_8_length_107841_cov_37.582922	42128	41262	-	164.4	145	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Complete	NODE_3_length_300823_cov_37.209812	280401	279979	-	135.1	105	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	NODE_3_length_300823_cov_37.209812	269098	268685	-	169.3	101	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Complete	NODE_7_length_131167_cov_38.591845	72572	72961	+	157.5	97	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1720952at2	Complete	NODE_3_length_300823_cov_37.209812	12236	11772	-	201.5	141	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	NODE_6_length_236478_cov_33.405658	113607	112861	-	34.9	78	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	NODE_6_length_236478_cov_33.405658	214388	213828	-	89.2	87	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Complete	NODE_7_length_131167_cov_38.591845	78865	79263	+	115.2	99	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Complete	NODE_7_length_131167_cov_38.591845	72183	72548	+	149.0	100	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	NODE_2_length_414913_cov_41.567711	320056	320352	+	53.8	71	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Complete	NODE_7_length_131167_cov_38.591845	64646	65080	+	157.7	103	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Complete	NODE_7_length_131167_cov_38.591845	65598	65966	+	140.0	104	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Complete	NODE_7_length_131167_cov_38.591845	78414	78851	+	155.7	112	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Complete	NODE_3_length_300823_cov_37.209812	278264	277896	-	90.8	89	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	NODE_9_length_101871_cov_38.044806	12007	12501	+	67.7	67	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Complete	NODE_4_length_276630_cov_35.000752	35363	34821	-	93.8	87	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	NODE_6_length_236478_cov_33.405658	115764	115297	-	77.9	71	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	NODE_7_length_131167_cov_38.591845	73997	74365	+	102.4	83	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	NODE_6_length_236478_cov_33.405658	7722	6751	-	48.0	85	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	NODE_5_length_256676_cov_32.527157	4330	5211	+	178.2	174	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	NODE_4_length_276630_cov_35.000752	34819	34337	-	122.6	107	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	NODE_7_length_131167_cov_38.591845	69208	69648	+	74.4	86	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	NODE_5_length_256676_cov_32.527157	40667	41398	+	63.4	84	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Complete	NODE_7_length_131167_cov_38.591845	63306	63584	+	140.5	71	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Complete	NODE_6_length_236478_cov_33.405658	189408	189124	-	116.4	67	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Complete	NODE_6_length_236478_cov_33.405658	126984	126358	-	57.5	69	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Complete	NODE_6_length_236478_cov_33.405658	213552	213196	-	119.2	93	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Complete	NODE_5_length_256676_cov_32.527157	48508	48783	+	109.2	70	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	NODE_8_length_107841_cov_37.582922	44228	43689	-	98.9	157	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	NODE_2_length_414913_cov_41.567711	320928	321170	+	94.4	48	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	NODE_6_length_236478_cov_33.405658	190054	189746	-	134.7	100	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	NODE_1_length_477897_cov_41.704631	457878	458324	+	74.5	86	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	NODE_7_length_131167_cov_38.591845	68115	68474	+	142.9	103	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	NODE_5_length_256676_cov_32.527157	88003	88353	+	130.4	112	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	NODE_7_length_131167_cov_38.591845	62098	62373	+	105.7	90	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	NODE_5_length_256676_cov_32.527157	90540	90809	+	109.5	69	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	NODE_6_length_236478_cov_33.405658	137836	137483	-	83.5	81	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	NODE_6_length_236478_cov_33.405658	131952	132203	+	53.2	60	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	NODE_7_length_131167_cov_38.591845	60450	60758	+	142.5	88	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	NODE_7_length_131167_cov_38.591845	65303	65566	+	85.4	57	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	NODE_7_length_131167_cov_38.591845	66002	66319	+	63.3	54	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	NODE_6_length_236478_cov_33.405658	213799	213599	-	39.6	34	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	NODE_7_length_131167_cov_38.591845	65070	65279	+	49.8	33	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	NODE_7_length_131167_cov_38.591845	71797	72015	+	95.5	57	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	NODE_6_length_236478_cov_33.405658	155298	154870	-	43.4	65	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
